Id;product_1;product_2;product_3;product_4;product_5;product_6;product_7;product_8;product_9;product_10;product_11;product_12;product_13;product_14;product_15;product_16;product_17;product_18;product_19;product_20
5633;spaghetti;;;;;;;;;;;;;;;;;;;
5634;burgers;herb & pepper;ground beef;mineral water;chocolate;soup;milk;chicken;eggs;cooking oil;;;;;;;;;;
5635;chocolate;honey;;;;;;;;;;;;;;;;;;
5636;frozen vegetables;spaghetti;salmon;honey;cake;chicken;french fries;green tea;;;;;;;;;;;;
5637;red wine;;;;;;;;;;;;;;;;;;;
5638;chocolate;shrimp;frozen vegetables;parmesan cheese;spaghetti;mineral water;milk;pancakes;light cream;oil;green tea;frozen smoothie;;;;;;;;
5639;soda;cottage cheese;;;;;;;;;;;;;;;;;;
5640;chicken;yogurt cake;;;;;;;;;;;;;;;;;;
5641;burgers;;;;;;;;;;;;;;;;;;;
5642;soda;;;;;;;;;;;;;;;;;;;
5643;brownies;;;;;;;;;;;;;;;;;;;
5644;milk;cake;chili;protein bar;zucchini;;;;;;;;;;;;;;;
5645;ham;spaghetti;soup;almonds;rice;green tea;;;;;;;;;;;;;;
5646;burgers;;;;;;;;;;;;;;;;;;;
5647;turkey;shrimp;frozen vegetables;tomatoes;parmesan cheese;chicken;gums;cooking oil;frozen smoothie;energy drink;green tea;;;;;;;;;
5648;shrimp;tomatoes;butter;antioxydant juice;green tea;escalope;;;;;;;;;;;;;;
5649;cookies;energy drink;;;;;;;;;;;;;;;;;;
5650;mineral water;body spray;;;;;;;;;;;;;;;;;;
5651;mineral water;;;;;;;;;;;;;;;;;;;
5652;whole wheat pasta;spaghetti;meatballs;milk;chocolate;;;;;;;;;;;;;;;
5653;red wine;rice;chili;chocolate bread;;;;;;;;;;;;;;;;
5654;pasta;gluten free bar;;;;;;;;;;;;;;;;;;
5655;pancakes;;;;;;;;;;;;;;;;;;;
5656;burgers;eggs;pancakes;;;;;;;;;;;;;;;;;
5657;pancakes;gluten free bar;low fat yogurt;;;;;;;;;;;;;;;;;
5658;burgers;chocolate;frozen vegetables;parmesan cheese;whole wheat pasta;muffins;champagne;;;;;;;;;;;;;
5659;meatballs;green tea;;;;;;;;;;;;;;;;;;
5660;fresh tuna;herb & pepper;mineral water;olive oil;chicken;muffins;chocolate;yogurt cake;;;;;;;;;;;;
5661;mineral water;avocado;cake;cottage cheese;;;;;;;;;;;;;;;;
5662;herb & pepper;shrimp;tomatoes;;;;;;;;;;;;;;;;;
5663;energy drink;;;;;;;;;;;;;;;;;;;
5664;green tea;;;;;;;;;;;;;;;;;;;
5665;energy bar;;;;;;;;;;;;;;;;;;;
5666;tomatoes;spaghetti;mineral water;salmon;strawberries;;;;;;;;;;;;;;;
5667;green tea;;;;;;;;;;;;;;;;;;;
5668;cookies;;;;;;;;;;;;;;;;;;;
5669;nonfat milk;gluten free bar;light mayo;babies food;;;;;;;;;;;;;;;;
5670;mineral water;eggs;cake;;;;;;;;;;;;;;;;;
5671;mineral water;avocado;eggs;blueberries;light cream;burger sauce;chicken;chili;frozen smoothie;pancakes;;;;;;;;;;
5672;cake;;;;;;;;;;;;;;;;;;;
5673;burgers;cider;eggs;;;;;;;;;;;;;;;;;
5674;herb & pepper;;;;;;;;;;;;;;;;;;;
5675;turkey;spaghetti;avocado;;;;;;;;;;;;;;;;;
5676;mineral water;low fat yogurt;;;;;;;;;;;;;;;;;;
5677;cookies;champagne;;;;;;;;;;;;;;;;;;
5678;eggs;french fries;;;;;;;;;;;;;;;;;;
5679;tomatoes;;;;;;;;;;;;;;;;;;;
5680;mineral water;muffins;french fries;;;;;;;;;;;;;;;;;
5681;burgers;ground beef;spaghetti;avocado;fresh bread;;;;;;;;;;;;;;;
5682;herb & pepper;whole wheat pasta;milk;gums;rice;chocolate;champagne;tomato juice;;;;;;;;;;;;
5683;cake;escalope;pasta;mushroom cream sauce;;;;;;;;;;;;;;;;
5684;turkey;spaghetti;mineral water;soup;pancakes;honey;whole weat flour;green tea;;;;;;;;;;;;
5685;milk;vegetables mix;french fries;;;;;;;;;;;;;;;;;
5686;cereals;champagne;green tea;;;;;;;;;;;;;;;;;
5687;antioxydant juice;french fries;champagne;;;;;;;;;;;;;;;;;
5688;fresh tuna;frozen vegetables;chocolate;milk;fromage blanc;honey;french fries;frozen smoothie;energy drink;;;;;;;;;;;
5689;burgers;frozen vegetables;whole wheat pasta;mineral water;chocolate;avocado;cake;french fries;frozen smoothie;cottage cheese;strawberries;tomato juice;;;;;;;;
5690;frozen vegetables;tomatoes;mineral water;;;;;;;;;;;;;;;;;
5691;mineral water;cake;low fat yogurt;;;;;;;;;;;;;;;;;
5692;green beans;escalope;;;;;;;;;;;;;;;;;;
5693;grated cheese;;;;;;;;;;;;;;;;;;;
5694;tomatoes;vegetables mix;french fries;green tea;;;;;;;;;;;;;;;;
5695;burgers;pepper;milk;protein bar;honey;;;;;;;;;;;;;;;
5696;grated cheese;herb & pepper;shrimp;ground beef;tomato sauce;spaghetti;blueberries;chocolate;escalope;yogurt cake;;;;;;;;;;
5697;shrimp;mineral water;milk;honey;chicken;french fries;fresh bread;green tea;;;;;;;;;;;;
5698;shrimp;;;;;;;;;;;;;;;;;;;
5699;burgers;grated cheese;milk;cider;cereals;green beans;hot dogs;magazines;green tea;;;;;;;;;;;
5700;whole wheat pasta;low fat yogurt;;;;;;;;;;;;;;;;;;
5701;whole wheat rice;ham;chocolate;frozen smoothie;;;;;;;;;;;;;;;;
5702;soup;olive oil;chicken;cooking oil;cottage cheese;;;;;;;;;;;;;;;
5703;olive oil;;;;;;;;;;;;;;;;;;;
5704;tomatoes;mineral water;chocolate;avocado;pancakes;rice;chicken;hot dogs;;;;;;;;;;;;
5705;burgers;soup;french fries;;;;;;;;;;;;;;;;;
5706;green tea;;;;;;;;;;;;;;;;;;;
5707;shrimp;tomato juice;magazines;;;;;;;;;;;;;;;;;
5708;oil;escalope;;;;;;;;;;;;;;;;;;
5709;energy bar;;;;;;;;;;;;;;;;;;;
5710;french fries;body spray;light mayo;;;;;;;;;;;;;;;;;
5711;mineral water;french fries;melons;;;;;;;;;;;;;;;;;
5712;grated cheese;herb & pepper;chicken;french fries;;;;;;;;;;;;;;;;
5713;chocolate;;;;;;;;;;;;;;;;;;;
5714;whole wheat rice;;;;;;;;;;;;;;;;;;;
5715;mineral water;salmon;;;;;;;;;;;;;;;;;;
5716;eggs;;;;;;;;;;;;;;;;;;;
5717;mineral water;corn;;;;;;;;;;;;;;;;;;
5718;fresh tuna;pickles;olive oil;french wine;rice;;;;;;;;;;;;;;;
5719;turkey;shrimp;pepper;spaghetti;cookies;pancakes;;;;;;;;;;;;;;
5720;strong cheese;french fries;;;;;;;;;;;;;;;;;;
5721;grated cheese;frozen vegetables;french fries;cookies;shallot;low fat yogurt;;;;;;;;;;;;;;
5722;shrimp;barbecue sauce;french fries;cookies;hot dogs;pancakes;light mayo;green tea;;;;;;;;;;;;
5723;green beans;chocolate;;;;;;;;;;;;;;;;;;
5724;burgers;tomatoes;spaghetti;french wine;whole wheat rice;oil;tomato juice;;;;;;;;;;;;;
5725;turkey;fresh tuna;avocado;milk;fromage blanc;honey;cake;french fries;;;;;;;;;;;;
5726;pancakes;cookies;;;;;;;;;;;;;;;;;;
5727;burgers;milk;champagne;;;;;;;;;;;;;;;;;
5728;cider;champagne;;;;;;;;;;;;;;;;;;
5729;spaghetti;pancakes;fresh bread;white wine;;;;;;;;;;;;;;;;
5730;champagne;yogurt cake;light mayo;;;;;;;;;;;;;;;;;
5731;shrimp;frozen vegetables;milk;nonfat milk;eggs;green beans;french fries;frozen smoothie;mushroom cream sauce;pancakes;light mayo;melons;tomato juice;;;;;;;
5732;herb & pepper;ground beef;tomato juice;;;;;;;;;;;;;;;;;
5733;milk;melons;;;;;;;;;;;;;;;;;;
5734;burgers;grated cheese;ground beef;spaghetti;mineral water;chocolate;milk;olive oil;almonds;soda;chicken;green tea;;;;;;;;
5735;pancakes;;;;;;;;;;;;;;;;;;;
5736;spaghetti;nonfat milk;carrots;clothes accessories;hot dogs;green tea;;;;;;;;;;;;;;
5737;chocolate;muffins;whole wheat rice;escalope;mashed potato;;;;;;;;;;;;;;;
5738;frozen vegetables;melons;;;;;;;;;;;;;;;;;;
5739;spaghetti;whole weat flour;cottage cheese;protein bar;;;;;;;;;;;;;;;;
5740;cookies;pancakes;mint;;;;;;;;;;;;;;;;;
5741;burgers;cake;;;;;;;;;;;;;;;;;;
5742;soup;hot dogs;;;;;;;;;;;;;;;;;;
5743;hot dogs;;;;;;;;;;;;;;;;;;;
5744;spaghetti;mineral water;milk;eggs;ketchup;green beans;fresh bread;candy bars;;;;;;;;;;;;
5745;shrimp;frozen vegetables;mineral water;milk;black tea;cereals;chocolate;pancakes;yogurt cake;;;;;;;;;;;
5746;burgers;french fries;green tea;;;;;;;;;;;;;;;;;
5747;shrimp;frozen vegetables;eggs;oil;barbecue sauce;chili;whole weat flour;french fries;cookies;brownies;pancakes;energy drink;salt;;;;;;;
5748;frozen vegetables;green tea;french fries;champagne;cookies;brownies;pancakes;;;;;;;;;;;;;
5749;champagne;pancakes;green tea;;;;;;;;;;;;;;;;;
5750;burgers;spaghetti;whole wheat rice;;;;;;;;;;;;;;;;;
5751;burgers;corn;low fat yogurt;;;;;;;;;;;;;;;;;
5752;cereals;salad;;;;;;;;;;;;;;;;;;
5753;herb & pepper;ground beef;tomato sauce;yams;whole wheat rice;green beans;;;;;;;;;;;;;;
5754;turkey;frozen vegetables;;;;;;;;;;;;;;;;;;
5755;frozen vegetables;cottage cheese;;;;;;;;;;;;;;;;;;
5756;chocolate;yogurt cake;;;;;;;;;;;;;;;;;;
5757;mineral water;avocado;muffins;champagne;cookies;body spray;;;;;;;;;;;;;;
5758;antioxydant juice;;;;;;;;;;;;;;;;;;;
5759;fresh tuna;milk;butter;almonds;salmon;green grapes;gums;whole weat flour;frozen smoothie;low fat yogurt;green tea;;;;;;;;;
5760;tomatoes;avocado;meatballs;milk;olive oil;salmon;eggs;;;;;;;;;;;;;
5761;chocolate;babies food;;;;;;;;;;;;;;;;;;
5762;frozen vegetables;whole wheat rice;cooking oil;cereals;protein bar;magazines;low fat yogurt;;;;;;;;;;;;;
5763;grated cheese;ground beef;cake;escalope;;;;;;;;;;;;;;;;
5764;shrimp;mineral water;cake;french fries;mushroom cream sauce;;;;;;;;;;;;;;;
5765;low fat yogurt;;;;;;;;;;;;;;;;;;;
5766;soup;strong cheese;light cream;cottage cheese;;;;;;;;;;;;;;;;
5767;mineral water;chicken;yogurt cake;light mayo;;;;;;;;;;;;;;;;
5768;burgers;chocolate;escalope;;;;;;;;;;;;;;;;;
5769;butter;cookies;;;;;;;;;;;;;;;;;;
5770;frozen vegetables;flax seed;clothes accessories;chocolate;frozen smoothie;yogurt cake;;;;;;;;;;;;;;
5771;milk;chocolate;champagne;frozen smoothie;light mayo;low fat yogurt;;;;;;;;;;;;;;
5772;spaghetti;milk;energy bar;butter;chicken;cottage cheese;tomato juice;fresh bread;;;;;;;;;;;;
5773;cake;ketchup;pancakes;fresh bread;;;;;;;;;;;;;;;;
5774;olive oil;light mayo;;;;;;;;;;;;;;;;;;
5775;champagne;;;;;;;;;;;;;;;;;;;
5776;whole wheat rice;;;;;;;;;;;;;;;;;;;
5777;fresh tuna;chocolate;spaghetti;fromage blanc;honey;protein bar;;;;;;;;;;;;;;
5778;burgers;avocado;almonds;whole wheat rice;protein bar;cauliflower;mint;green tea;;;;;;;;;;;;
5779;frozen vegetables;milk;energy bar;eggs;brownies;yogurt cake;green tea;;;;;;;;;;;;;
5780;shrimp;ground beef;milk;french wine;frozen smoothie;;;;;;;;;;;;;;;
5781;candy bars;;;;;;;;;;;;;;;;;;;
5782;burgers;spaghetti;eggs;whole wheat rice;cooking oil;chicken;chocolate;cookies;green tea;;;;;;;;;;;
5783;grated cheese;spinach;rice;zucchini;;;;;;;;;;;;;;;;
5784;turkey;shrimp;frozen vegetables;mineral water;honey;strawberries;;;;;;;;;;;;;;
5785;whole wheat rice;cake;chocolate;;;;;;;;;;;;;;;;;
5786;grated cheese;ground beef;pepper;avocado;olive oil;butter;whole wheat rice;low fat yogurt;;;;;;;;;;;;
5787;pancakes;mint;green tea;;;;;;;;;;;;;;;;;
5788;turkey;milk;cooking oil;chocolate;;;;;;;;;;;;;;;;
5789;mineral water;energy bar;escalope;;;;;;;;;;;;;;;;;
5790;chocolate;tomatoes;ground beef;tomato sauce;mineral water;salmon;pancakes;;;;;;;;;;;;;
5791;shrimp;ground beef;yams;mineral water;milk;cereals;chocolate;pancakes;fresh bread;;;;;;;;;;;
5792;red wine;frozen vegetables;ground beef;spaghetti;milk;olive oil;chicken;eggs;extra dark chocolate;;;;;;;;;;;
5793;ground beef;mineral water;chocolate;magazines;;;;;;;;;;;;;;;;
5794;pickles;antioxydant juice;french fries;;;;;;;;;;;;;;;;;
5795;cookies;;;;;;;;;;;;;;;;;;;
5796;mineral water;rice;barbecue sauce;ketchup;clothes accessories;french fries;low fat yogurt;;;;;;;;;;;;;
5797;chocolate;frozen smoothie;champagne;;;;;;;;;;;;;;;;;
5798;turkey;mineral water;pancakes;eggs;light cream;barbecue sauce;cereals;cottage cheese;;;;;;;;;;;;
5799;frozen vegetables;tomatoes;milk;vegetables mix;eggs;chocolate;french fries;low fat yogurt;;;;;;;;;;;;
5800;protein bar;hand protein bar;green tea;;;;;;;;;;;;;;;;;
5801;pasta;;;;;;;;;;;;;;;;;;;
5802;shrimp;mineral water;mint;;;;;;;;;;;;;;;;;
5803;mineral water;;;;;;;;;;;;;;;;;;;
5804;turkey;tomatoes;spaghetti;french fries;escalope;;;;;;;;;;;;;;;
5805;turkey;cooking oil;low fat yogurt;green tea;;;;;;;;;;;;;;;;
5806;brownies;;;;;;;;;;;;;;;;;;;
5807;mineral water;milk;eggs;chili;green tea;;;;;;;;;;;;;;;
5808;whole wheat pasta;mineral water;french wine;fromage blanc;pancakes;eggs;honey;cooking oil;chicken;brownies;;;;;;;;;;
5809;turkey;burgers;red wine;tomatoes;spaghetti;mineral water;avocado;vegetables mix;pancakes;french fries;;;;;;;;;;
5810;shrimp;frozen vegetables;milk;eggs;mushroom cream sauce;;;;;;;;;;;;;;;
5811;french fries;;;;;;;;;;;;;;;;;;;
5812;grated cheese;ground beef;mineral water;carrots;green tea;;;;;;;;;;;;;;;
5813;turkey;grated cheese;frozen vegetables;tomatoes;spaghetti;olive oil;energy bar;honey;;;;;;;;;;;;
5814;fresh tuna;mineral water;almonds;chocolate;fresh bread;;;;;;;;;;;;;;;
5815;turkey;mineral water;chocolate;;;;;;;;;;;;;;;;;
5816;mushroom cream sauce;;;;;;;;;;;;;;;;;;;
5817;chocolate;french fries;mint;;;;;;;;;;;;;;;;;
5818;french fries;;;;;;;;;;;;;;;;;;;
5819;french fries;;;;;;;;;;;;;;;;;;;
5820;milk;;;;;;;;;;;;;;;;;;;
5821;asparagus;;;;;;;;;;;;;;;;;;;
5822;turkey;spaghetti;milk;butter;black tea;pancakes;eggs;salt;;;;;;;;;;;;
5823;turkey;pepper;mineral water;;;;;;;;;;;;;;;;;
5824;tomatoes;milk;black tea;whole wheat rice;melons;;;;;;;;;;;;;;;
5825;fresh tuna;mineral water;black tea;cottage cheese;;;;;;;;;;;;;;;;
5826;flax seed;eggs;chicken;cereals;;;;;;;;;;;;;;;;
5827;french fries;cottage cheese;green tea;;;;;;;;;;;;;;;;;
5828;herb & pepper;eggs;clothes accessories;french fries;;;;;;;;;;;;;;;;
5829;eggs;;;;;;;;;;;;;;;;;;;
5830;grated cheese;spaghetti;eggs;;;;;;;;;;;;;;;;;
5831;burgers;fresh tuna;ground beef;spaghetti;black tea;almonds;barbecue sauce;escalope;mashed potato;cottage cheese;;;;;;;;;;
5832;burgers;ham;chocolate;red wine;frozen vegetables;tomato sauce;spaghetti;muffins;honey;french fries;yogurt cake;salt;;;;;;;;
5833;chocolate;salmon;cooking oil;body spray;;;;;;;;;;;;;;;;
5834;whole wheat pasta;energy bar;;;;;;;;;;;;;;;;;;
5835;burgers;mineral water;chocolate;chicken;carrots;frozen smoothie;cottage cheese;;;;;;;;;;;;;
5836;burgers;ground beef;mineral water;cake;french fries;protein bar;;;;;;;;;;;;;;
5837;burgers;shrimp;tomatoes;mineral water;meatballs;;;;;;;;;;;;;;;
5838;red wine;spaghetti;eggs;;;;;;;;;;;;;;;;;
5839;spaghetti;chocolate;almonds;chicken;eggs;cooking oil;french fries;champagne;;;;;;;;;;;;
5840;french fries;escalope;;;;;;;;;;;;;;;;;;
5841;burgers;french fries;champagne;strawberries;green tea;;;;;;;;;;;;;;;
5842;eggs;whole wheat rice;cookies;;;;;;;;;;;;;;;;;
5843;herb & pepper;pepper;spaghetti;olive oil;pancakes;cake;light cream;antioxydant juice;frozen smoothie;cookies;low fat yogurt;;;;;;;;;
5844;grated cheese;herb & pepper;ground beef;spaghetti;mineral water;pancakes;rice;chicken;frozen smoothie;escalope;protein bar;low fat yogurt;;;;;;;;
5845;eggs;;;;;;;;;;;;;;;;;;;
5846;tomatoes;ground beef;tomato sauce;mineral water;soup;milk;eggplant;mint;;;;;;;;;;;;
5847;mineral water;chocolate;mint;;;;;;;;;;;;;;;;;
5848;turkey;ground beef;mineral water;cooking oil;;;;;;;;;;;;;;;;
5849;grated cheese;herb & pepper;ground beef;;;;;;;;;;;;;;;;;
5850;burgers;mineral water;cooking oil;;;;;;;;;;;;;;;;;
5851;yams;mineral water;energy bar;eggs;fresh bread;;;;;;;;;;;;;;;
5852;green tea;chocolate;magazines;;;;;;;;;;;;;;;;;
5853;spaghetti;mineral water;soup;pancakes;tomato juice;;;;;;;;;;;;;;;
5854;burgers;shrimp;pepper;spaghetti;mineral water;almonds;chicken;bug spray;low fat yogurt;;;;;;;;;;;
5855;fresh tuna;frozen vegetables;energy bar;honey;cake;brownies;yogurt cake;energy drink;;;;;;;;;;;;
5856;chocolate;champagne;;;;;;;;;;;;;;;;;;
5857;chocolate;french fries;;;;;;;;;;;;;;;;;;
5858;fresh tuna;ground beef;pepper;mineral water;pancakes;eggs;whole wheat rice;cake;low fat yogurt;;;;;;;;;;;
5859;frozen vegetables;ground beef;mineral water;soup;pancakes;whole wheat rice;frozen smoothie;;;;;;;;;;;;;
5860;frozen vegetables;tomatoes;spaghetti;french fries;escalope;shallot;;;;;;;;;;;;;;
5861;whole wheat pasta;;;;;;;;;;;;;;;;;;;
5862;mineral water;eggs;whole wheat rice;cooking oil;;;;;;;;;;;;;;;;
5863;green beans;low fat yogurt;;;;;;;;;;;;;;;;;;
5864;spaghetti;spinach;oil;green tea;;;;;;;;;;;;;;;;
5865;tomatoes;butter;honey;whole wheat rice;cooking oil;hand protein bar;fresh bread;;;;;;;;;;;;;
5866;spaghetti;mineral water;antioxydant juice;french fries;cookies;hot dogs;;;;;;;;;;;;;;
5867;frozen vegetables;milk;honey;french fries;frozen smoothie;light mayo;fresh bread;;;;;;;;;;;;;
5868;eggs;cookies;;;;;;;;;;;;;;;;;;
5869;chocolate;eggs;;;;;;;;;;;;;;;;;;
5870;mineral water;olive oil;;;;;;;;;;;;;;;;;;
5871;whole wheat pasta;spaghetti;milk;olive oil;black tea;fromage blanc;cake;blueberries;light cream;cereals;;;;;;;;;;
5872;grated cheese;spaghetti;;;;;;;;;;;;;;;;;;
5873;cereals;cookies;low fat yogurt;;;;;;;;;;;;;;;;;
5874;spaghetti;yams;mineral water;honey;;;;;;;;;;;;;;;;
5875;mineral water;mint;;;;;;;;;;;;;;;;;;
5876;white wine;;;;;;;;;;;;;;;;;;;
5877;mineral water;eggs;mint;green tea;;;;;;;;;;;;;;;;
5878;mineral water;milk;green tea;;;;;;;;;;;;;;;;;
5879;grated cheese;ground beef;chocolate;french fries;;;;;;;;;;;;;;;;
5880;burgers;eggs;french fries;;;;;;;;;;;;;;;;;
5881;olive oil;brownies;yogurt cake;;;;;;;;;;;;;;;;;
5882;grated cheese;frozen vegetables;parmesan cheese;ground beef;spaghetti;mineral water;chocolate;milk;eggs;;;;;;;;;;;
5883;pancakes;;;;;;;;;;;;;;;;;;;
5884;cottage cheese;low fat yogurt;;;;;;;;;;;;;;;;;;
5885;herb & pepper;frozen vegetables;ground beef;spaghetti;soup;eggs;tea;chocolate;tomato juice;zucchini;;;;;;;;;;
5886;chocolate;red wine;frozen vegetables;tomatoes;ground beef;spaghetti;eggs;bug spray;green beans;green tea;french fries;cookies;;;;;;;;
5887;spaghetti;mineral water;soup;olive oil;pancakes;eggs;;;;;;;;;;;;;;
5888;mineral water;chocolate;milk;vegetables mix;eggs;soda;cooking oil;carrots;frozen smoothie;escalope;;;;;;;;;;
5889;olive oil;;;;;;;;;;;;;;;;;;;
5890;soda;hot dogs;sparkling water;brownies;pancakes;;;;;;;;;;;;;;;
5891;grated cheese;escalope;hot dogs;protein bar;fresh bread;;;;;;;;;;;;;;;
5892;eggs;blueberries;cereals;green tea;;;;;;;;;;;;;;;;
5893;ground beef;spaghetti;chocolate;;;;;;;;;;;;;;;;;
5894;shrimp;pepper;milk;eggs;;;;;;;;;;;;;;;;
5895;tomatoes;pepper;spaghetti;burger sauce;brownies;;;;;;;;;;;;;;;
5896;burgers;cider;barbecue sauce;chocolate;asparagus;green tea;;;;;;;;;;;;;;
5897;turkey;red wine;tomatoes;spaghetti;meatballs;milk;almonds;green tea;energy drink;;;;;;;;;;;
5898;chocolate;mineral water;hot dogs;cottage cheese;;;;;;;;;;;;;;;;
5899;burgers;spaghetti;yams;escalope;mushroom cream sauce;;;;;;;;;;;;;;;
5900;cottage cheese;;;;;;;;;;;;;;;;;;;
5901;whole wheat pasta;milk;pancakes;low fat yogurt;;;;;;;;;;;;;;;;
5902;muffins;cereals;strawberries;;;;;;;;;;;;;;;;;
5903;olive oil;muffins;mint;;;;;;;;;;;;;;;;;
5904;chocolate;red wine;tomato sauce;spaghetti;mineral water;milk;pancakes;eggs;;;;;;;;;;;;
5905;escalope;pasta;shallot;cottage cheese;;;;;;;;;;;;;;;;
5906;fresh bread;;;;;;;;;;;;;;;;;;;
5907;burgers;shrimp;milk;cake;mint green tea;french fries;fresh bread;low fat yogurt;;;;;;;;;;;;
5908;frozen vegetables;spaghetti;milk;salmon;cooking oil;carrots;cereals;protein bar;mint;;;;;;;;;;;
5909;herb & pepper;french fries;protein bar;zucchini;;;;;;;;;;;;;;;;
5910;olive oil;;;;;;;;;;;;;;;;;;;
5911;oil;;;;;;;;;;;;;;;;;;;
5912;spaghetti;olive oil;eggs;cake;whole weat flour;pancakes;;;;;;;;;;;;;;
5913;muffins;;;;;;;;;;;;;;;;;;;
5914;turkey;fresh tuna;herb & pepper;whole wheat pasta;spaghetti;mineral water;milk;pancakes;cake;french fries;escalope;mushroom cream sauce;zucchini;;;;;;;
5915;french wine;;;;;;;;;;;;;;;;;;;
5916;cookies;;;;;;;;;;;;;;;;;;;
5917;spaghetti;;;;;;;;;;;;;;;;;;;
5918;mineral water;soup;avocado;blueberries;tea;escalope;cookies;magazines;;;;;;;;;;;;
5919;burgers;eggs;cake;french fries;melons;green tea;;;;;;;;;;;;;;
5920;ground beef;pancakes;;;;;;;;;;;;;;;;;;
5921;spaghetti;escalope;mushroom cream sauce;yogurt cake;;;;;;;;;;;;;;;;
5922;almonds;french wine;green tea;french fries;escalope;strawberries;tomato juice;honey;;;;;;;;;;;;
5923;mineral water;avocado;;;;;;;;;;;;;;;;;;
5924;milk;black tea;;;;;;;;;;;;;;;;;;
5925;shrimp;tomatoes;spaghetti;;;;;;;;;;;;;;;;;
5926;turkey;ham;honey;low fat yogurt;;;;;;;;;;;;;;;;
5927;chocolate;zucchini;;;;;;;;;;;;;;;;;;
5928;pickles;avocado;cake;green tea;;;;;;;;;;;;;;;;
5929;avocado;champagne;frozen smoothie;;;;;;;;;;;;;;;;;
5930;spaghetti;mineral water;chocolate;milk;energy bar;almonds;cereals;mint;;;;;;;;;;;;
5931;soup;olive oil;chocolate;;;;;;;;;;;;;;;;;
5932;escalope;;;;;;;;;;;;;;;;;;;
5933;olive oil;low fat yogurt;;;;;;;;;;;;;;;;;;
5934;turkey;;;;;;;;;;;;;;;;;;;
5935;french fries;;;;;;;;;;;;;;;;;;;
5936;strong cheese;protein bar;;;;;;;;;;;;;;;;;;
5937;spaghetti;mineral water;salmon;green grapes;chili;french fries;fresh bread;zucchini;;;;;;;;;;;;
5938;champagne;pancakes;green tea;;;;;;;;;;;;;;;;;
5939;chocolate;;;;;;;;;;;;;;;;;;;
5940;french fries;strawberries;;;;;;;;;;;;;;;;;;
5941;spaghetti;;;;;;;;;;;;;;;;;;;
5942;shrimp;gums;low fat yogurt;;;;;;;;;;;;;;;;;
5943;ground beef;spaghetti;mineral water;antioxydant juice;french fries;;;;;;;;;;;;;;;
5944;milk;cookies;;;;;;;;;;;;;;;;;;
5945;shrimp;spaghetti;honey;whole wheat rice;blueberries;cooking oil;green tea;frozen smoothie;;;;;;;;;;;;
5946;tomatoes;champagne;;;;;;;;;;;;;;;;;;
5947;soup;milk;oil;chocolate;escalope;babies food;;;;;;;;;;;;;;
5948;dessert wine;;;;;;;;;;;;;;;;;;;
5949;mineral water;fromage blanc;cake;french fries;;;;;;;;;;;;;;;;
5950;herb & pepper;spaghetti;yams;clothes accessories;;;;;;;;;;;;;;;;
5951;muffins;white wine;;;;;;;;;;;;;;;;;;
5952;herb & pepper;muffins;;;;;;;;;;;;;;;;;;
5953;grated cheese;herb & pepper;chocolate;olive oil;vegetables mix;nonfat milk;eggs;cake;eggplant;cereals;brownies;pancakes;green tea;;;;;;;
5954;tomatoes;cooking oil;french fries;cottage cheese;brownies;yogurt cake;protein bar;salt;tomato juice;mayonnaise;;;;;;;;;;
5955;chocolate;spaghetti;energy bar;corn;tomato juice;;;;;;;;;;;;;;;
5956;whole wheat pasta;milk;olive oil;;;;;;;;;;;;;;;;;
5957;burgers;butter;pancakes;honey;french fries;body spray;;;;;;;;;;;;;;
5958;burgers;ground beef;chocolate;oil;carrots;escalope;green tea;;;;;;;;;;;;;
5959;spaghetti;cake;pancakes;white wine;;;;;;;;;;;;;;;;
5960;escalope;;;;;;;;;;;;;;;;;;;
5961;burgers;ham;whole wheat pasta;mineral water;olive oil;honey;frozen smoothie;cottage cheese;brownies;;;;;;;;;;;
5962;chocolate;french fries;;;;;;;;;;;;;;;;;;
5963;low fat yogurt;;;;;;;;;;;;;;;;;;;
5964;french fries;;;;;;;;;;;;;;;;;;;
5965;yams;;;;;;;;;;;;;;;;;;;
5966;avocado;eggs;brownies;;;;;;;;;;;;;;;;;
5967;red wine;tomatoes;tea;escalope;champagne;;;;;;;;;;;;;;;
5968;honey;french fries;green tea;;;;;;;;;;;;;;;;;
5969;burgers;ham;shrimp;milk;french wine;vegetables mix;french fries;frozen smoothie;fresh bread;low fat yogurt;;;;;;;;;;
5970;herb & pepper;ground beef;tomato sauce;salmon;frozen smoothie;yogurt cake;;;;;;;;;;;;;;
5971;shrimp;tomatoes;spaghetti;eggs;;;;;;;;;;;;;;;;
5972;spinach;melons;;;;;;;;;;;;;;;;;;
5973;soup;energy bar;cake;mint;;;;;;;;;;;;;;;;
5974;turkey;herb & pepper;spaghetti;pancakes;green tea;;;;;;;;;;;;;;;
5975;olive oil;butter;pancakes;;;;;;;;;;;;;;;;;
5976;mineral water;french fries;energy drink;low fat yogurt;;;;;;;;;;;;;;;;
5977;cake;cookies;pancakes;low fat yogurt;;;;;;;;;;;;;;;;
5978;mineral water;soup;french fries;escalope;magazines;;;;;;;;;;;;;;;
5979;mineral water;champagne;hot dogs;cottage cheese;green tea;;;;;;;;;;;;;;;
5980;shrimp;oil;extra dark chocolate;light mayo;white wine;;;;;;;;;;;;;;;
5981;mineral water;eggplant;escalope;asparagus;;;;;;;;;;;;;;;;
